sk_cid;cd_cid;ds_cid;dt_carga
8374;t814;infecção subseqüente a procedimento não classificada em outra parte;2025-10-04 02:54:51
8375;t815;corpo estranho deixado acidentalmente em cavidade corporal ou em ferida operatória subseqüente a procedimento;2025-10-04 02:54:51
8376;t816;reação aguda à substância estranha deixada acidentalmente durante um procedimento;2025-10-04 02:54:51
8377;t817;complicações vasculares subseqüentes a um procedimento não classificado em outra parte;2025-10-04 02:54:51
8378;t818;outras complicações de procedimentos não classificadas em outra parte;2025-10-04 02:54:51
8379;t819;complicação não especificada de procedimento;2025-10-04 02:54:51
8380;t820;complicação mecânica de prótese valvular cardíaca;2025-10-04 02:54:51
8381;t821;complicação mecânica de dispositivo eletrônico cardíaco;2025-10-04 02:54:51
8382;t822;complicação mecânica de enxerto de ponte coronária e implantes de valvas;2025-10-04 02:54:51
8383;t823;complicações mecânicas de outros enxertos vasculares;2025-10-04 02:54:51
8384;t824;complicação mecânica de cateter vascular de diálise;2025-10-04 02:54:51
8385;t825;complicações mecânicas de outros dispositivos e implantes cardiovasculares;2025-10-04 02:54:51
8386;t826;infecção e reação inflamatórias devidas à prótese valvular cardíaca;2025-10-04 02:54:51
8387;t827;infecção e reação inflamatórias devidas a outros dispositivos, implantes e enxertos cardíacos e vasculares;2025-10-04 02:54:51
8388;t828;outras complicações de dispositivos protéticos, implantes e enxertos cardíacos e vasculares;2025-10-04 02:54:51
8389;t829;complicações não especificada de dispositivo protético, implante e enxerto cardíacos e vasculares;2025-10-04 02:54:51
8390;t830;complicação mecânica de cateter (de demora) urinário;2025-10-04 02:54:51
8391;t831;complicação mecânica de outros dispositivos e implantes urinários;2025-10-04 02:54:51
8392;t832;complicação mecânica de enxerto de órgão urinário;2025-10-04 02:54:51
8393;t833;complicação mecânica de dispositivo intra-uterino (anticoncepcional);2025-10-04 02:54:51
8394;t834;complicação mecânica de outros dispositivos protéticos, implantes e enxertos do trato genital;2025-10-04 02:54:51
8395;t835;infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no aparelho urinário;2025-10-04 02:54:51
8396;t836;infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no trato genital;2025-10-04 02:54:51
8397;t838;outras complicações de dispositivos protéticos, implantes e enxertos geniturinários;2025-10-04 02:54:51
8398;t839;complicação não especificada de prótese, implante e enxerto geniturinários;2025-10-04 02:54:51
8399;t840;complicação mecânica de prótese articular interna;2025-10-04 02:54:51
8400;t841;complicação mecânica de dispositivo de fixação interna de ossos dos membros;2025-10-04 02:54:51
8401;t842;complicação mecânica de dispositivo de fixação interna de outros ossos;2025-10-04 02:54:51
8402;t843;complicação mecânica de outros dispositivos, implantes e enxertos ósseos;2025-10-04 02:54:51
8403;t844;complicação mecânica de outros dispositivos, implantes e enxertos ortopédicos internos;2025-10-04 02:54:51
8404;t845;infecção e reação inflamatória devidas à prótese articular interna;2025-10-04 02:54:51
8405;t846;infecção e reação inflamatória devidas a dispositivo de fixação interna [qualquer local];2025-10-04 02:54:51
8406;t847;infecção e reação inflamatória devidas a outros dispositivos protéticos, implantes e enxertos ortopédicos internos;2025-10-04 02:54:51
8407;t848;outras complicações de dispositivos protéticos, implantes e enxertos ortopédicos internos;2025-10-04 02:54:51
8408;t849;complicação não especificada de dispositivo protético, implante e enxerto ortopédicos internos;2025-10-04 02:54:51
8409;t850;complicação mecânica de shunt ventricular (comunicação) intracraniano;2025-10-04 02:54:51
8410;t851;complicação mecânica de estimulador eletrônico implantado no sistema nervoso;2025-10-04 02:54:51
8411;t852;complicação mecânica de lente intraocular;2025-10-04 02:54:51
8412;t853;complicações mecânicas de outros dispositivos protéticos, implantes e enxertos oculares;2025-10-04 02:54:51
8413;t854;complicação mecânica de prótese e implante mamários;2025-10-04 02:54:51
8414;t855;complicação mecânica de dispositivos protéticos, implante e enxerto gastrointestinais;2025-10-04 02:54:51
8415;t856;complicação mecânica de outros dispositivos protéticos, implantes e enxertos internos especificados;2025-10-04 02:54:51
8416;t857;infecção e reação inflamatória devida a outros dispositivos protéticos, implantes e enxertos internos;2025-10-04 02:54:51
8417;t858;outras complicações de dispositivos protéticos, implantes e enxertos internos não classificados em outra parte;2025-10-04 02:54:51
8418;t859;complicação não especificada de outros dispositivos protéticos, implantes e enxertos internos;2025-10-04 02:54:51
8419;t860;rejeição a transplante de medula óssea;2025-10-04 02:54:51
8420;t861;falência ou rejeição de transplante de rim;2025-10-04 02:54:51
8421;t862;falência ou rejeição de transplante de coração;2025-10-04 02:54:51
8422;t863;falência ou rejeição de transplante duplo de coração e pulmão;2025-10-04 02:54:51
8423;t864;falência ou rejeição de transplante de fígado;2025-10-04 02:54:51
8424;t868;outra insuficiência ou rejeição de outros órgãos ou tecidos transplantados;2025-10-04 02:54:51
8425;t869;falência e rejeição a transplante de órgão ou tecido não especificado;2025-10-04 02:54:51
8426;t870;complicações de reimplante (de parte) de extremidade superior;2025-10-04 02:54:51
8427;t871;complicações de reimplante (de parte) de extremidade inferior;2025-10-04 02:54:51
8428;t872;complicações de outras partes reimplantadas do corpo;2025-10-04 02:54:51
8429;t873;neuroma de coto da amputação;2025-10-04 02:54:51
8430;t874;infecção de coto da amputação;2025-10-04 02:54:51
8431;t875;necrose do coto da amputação;2025-10-04 02:54:51
8432;t876;outras complicações e as não especificadas do coto de amputação;2025-10-04 02:54:51
8433;t880;infecção subseqüente à imunização;2025-10-04 02:54:51
8434;t881;outras complicações subseqüentes à imunização não classificadas em outra parte;2025-10-04 02:54:51
8435;t882;choque devido à anestesia;2025-10-04 02:54:51
8436;t883;hipertermia maligna devida à anestesia;2025-10-04 02:54:51
8437;t884;entubação falha ou difícil;2025-10-04 02:54:51
8438;t885;outras complicações de anestesia;2025-10-04 02:54:51
8439;t886;choque anafilático devido a efeito adverso de droga ou medicamento corretos e administrados de maneira apropriada;2025-10-04 02:54:51
8440;t887;efeito adverso não especificado de droga ou medicamento;2025-10-04 02:54:51
8441;t888;outras complicações de cuidados médicos e cirúrgicos especificados não classificados em outra parte;2025-10-04 02:54:51
8442;t889;complicação não especificada de cuidados médicos e cirúrgicos;2025-10-04 02:54:51
8443;t900;seqüelas de traumatismo superficial da cabeça;2025-10-04 02:54:51
8444;t901;seqüelas de ferimento da cabeça;2025-10-04 02:54:51
8445;t902;seqüelas de fratura de crânio e de ossos da face;2025-10-04 02:54:51
8446;t903;seqüelas de traumatismo de nervos cranianos;2025-10-04 02:54:51
8447;t904;seqüelas de traumatismo do olho e da órbita;2025-10-04 02:54:51
8448;t905;seqüelas de traumatismo intracraniano;2025-10-04 02:54:51
8449;t908;seqüelas de outros traumatismos especificados da cabeça;2025-10-04 02:54:51
8450;t909;seqüelas de traumatismo não especificado da cabeça;2025-10-04 02:54:51
8451;t910;seqüelas de traumatismo superficial e ferimento do pescoço e do tronco;2025-10-04 02:54:51
8452;t911;seqüelas de fratura de coluna vertebral;2025-10-04 02:54:51
8453;t912;seqüelas de outra fratura do tórax e da pelve;2025-10-04 02:54:51
8454;t913;seqüelas de traumatismo de medula espinhal;2025-10-04 02:54:51
8455;t914;seqüelas de traumatismo de órgãos intratorácicos;2025-10-04 02:54:51
8456;t915;seqüelas de traumatismo de órgãos intra-abdominais e órgãos pélvicos;2025-10-04 02:54:51
8457;t918;seqüelas de outros traumatismos especificados do pescoço e do tronco;2025-10-04 02:54:51
8458;t919;seqüelas de traumatismo não especificado do pescoço e do tronco;2025-10-04 02:54:51
8459;t920;seqüelas de ferimento do membro superior;2025-10-04 02:54:51
8460;t921;seqüelas de fratura do braço;2025-10-04 02:54:51
8461;t922;seqüelas de fratura ao nível do punho e da mão;2025-10-04 02:54:51
8462;t923;seqüelas de luxação, entorse e distensão do membro superior;2025-10-04 02:54:51
8463;t924;seqüelas de traumatismo de nervo de membro superior;2025-10-04 02:54:51
8464;t925;seqüelas de traumatismo de músculo e tendão do membro superior;2025-10-04 02:54:51
8465;t926;seqüelas de esmagamento e amputação traumática do membro superior;2025-10-04 02:54:51
8466;t928;seqüelas de outros traumatismos especificados do membro superior;2025-10-04 02:54:51
8467;t929;seqüelas de traumatismo não especificado do membro superior;2025-10-04 02:54:51
8468;t930;seqüelas de ferimento do membro inferior;2025-10-04 02:54:51
8469;t931;seqüelas de fratura do fêmur;2025-10-04 02:54:51
8470;t932;seqüelas de outras fraturas do membro inferior;2025-10-04 02:54:51
8471;t933;seqüelas de luxação, entorse e distensão do membro inferior;2025-10-04 02:54:51
8472;t934;seqüelas de traumatismo de nervo do membro inferior;2025-10-04 02:54:51
8473;t935;seqüelas de traumatismo de músculo e tendão do membro inferior;2025-10-04 02:54:51
8474;t936;seqüelas de esmagamento e amputação traumática do membro inferior;2025-10-04 02:54:51
8475;t938;seqüelas de outros traumatismos especificados do membro inferior;2025-10-04 02:54:51
8476;t939;seqüelas de traumatismo não especificado do membro inferior;2025-10-04 02:54:51
8477;t940;seqüelas de traumatismos envolvendo regiões múltiplas do corpo;2025-10-04 02:54:51
8478;t941;seqüelas de traumatismos não especificados por regiões do corpo;2025-10-04 02:54:51
8479;t950;seqüelas de queimadura, corrosão e geladura da cabeça e pescoço;2025-10-04 02:54:51
8480;t951;seqüelas de queimadura, corrosão e geladura do tronco;2025-10-04 02:54:51
8481;t952;seqüelas de queimadura, corrosão e geladura do membro superior;2025-10-04 02:54:51
8482;t953;seqüelas de queimadura, corrosão e geladura do membro inferior;2025-10-04 02:54:51
8483;t954;seqüelas de queimadura e corrosão classificável só de acordo com a extensão da área corporal envolvida;2025-10-04 02:54:51
8484;t958;seqüelas de outra queimadura, corrosões e geladuras especificadas;2025-10-04 02:54:51
8485;t959;seqüelas de queimadura, corrosão e geladura de local não especificado;2025-10-04 02:54:51
8486;t96;seqüelas de intoxicação por drogas, medicamentos e substâncias biológicas;2025-10-04 02:54:51
8487;t97;seqüelas de efeitos tóxicos de substâncias de origem predominantemente não-medicinal;2025-10-04 02:54:51
8488;t980;seqüelas dos efeitos da penetração de corpo estranho através de orifício natural;2025-10-04 02:54:51
8489;t981;seqüelas em outros efeitos de causas externas e os não especificados;2025-10-04 02:54:51
8490;t982;seqüelas de algumas complicações precoces de traumatismos;2025-10-04 02:54:51
8491;t983;seqüelas de complicações dos cuidados médicos e cirúrgicos não classificados em outra parte;2025-10-04 02:54:51
8492;v010;pedestre traumatizado em colisão com um veículo a pedal - acidente não-de-trânsito;2025-10-04 02:54:51
8493;v011;pedestre traumatizado em colisão com um veículo a pedal - acidente de trânsito;2025-10-04 02:54:51
8494;v019;pedestre traumatizado em colisão com um veículo a pedal - acidente não especificado se de trânsito ou não de trânsito;2025-10-04 02:54:51
8495;v020;pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas - acidente não-de-trânsito;2025-10-04 02:54:51
8496;v021;pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas - acidente de trânsito;2025-10-04 02:54:51
8497;v029;pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas - acidente não especificado se de trânsito ou não de trânsito;2025-10-04 02:54:51
8498;v030;"pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente não-de-trânsito";2025-10-04 02:54:51
8499;v031;"pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente de trânsito";2025-10-04 02:54:51
8500;v039;"pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente não especificado se de trânsito ou não de trânsito";2025-10-04 02:54:51
8501;v040;pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus - acidente não-de-trânsito;2025-10-04 02:54:51
8502;v041;pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus - acidente de trânsito;2025-10-04 02:54:51
8503;v049;pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus - acidente não especificado se de trânsito ou não de trânsito;2025-10-04 02:54:51
8504;v050;pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário - acidente não-de-trânsito;2025-10-04 02:54:51
8505;v051;pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário - acidente de trânsito;2025-10-04 02:54:51
8506;v059;pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário - acidente não especificado se de trânsito ou não de trânsito;2025-10-04 02:54:51
8507;v060;pedestre traumatizado em colisão com outro veículo não-motorizado - acidente não-de-trânsito;2025-10-04 02:54:51
8508;v061;pedestre traumatizado em colisão com outro veículo não-motorizado - acidente de trânsito;2025-10-04 02:54:51
8509;v069;pedestre traumatizado em colisão com outro veículo não-motorizado - acidente não especificado se de trânsito ou não de trânsito;2025-10-04 02:54:51
8510;v090;pedestre traumatizado em um acidente não-de-trânsito, envolvendo outros veículos a motor e os não especificados;2025-10-04 02:54:51
8511;v091;pedestre traumatizado em um acidente não-de-trânsito não especificado;2025-10-04 02:54:51
8512;v092;pedestre traumatizado em um acidente de trânsito envolvendo outros veículos e os não especificados, a motor;2025-10-04 02:54:51
8513;v093;pedestre traumatizado em um acidente de trânsito não especificado;2025-10-04 02:54:51
8514;v099;pedestre traumatizado em um acidente de transporte não especificado;2025-10-04 02:54:51
8515;v100;ciclista traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em acidente não-de-trânsito;2025-10-04 02:54:51
8516;v101;ciclista traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em acidente não-de-trânsito;2025-10-04 02:54:51
8517;v102;ciclista traumatizado em colisão com um pedestre ou um animal - ciclista não especificado traumatizado em acidente não-de-trânsito;2025-10-04 02:54:51
8518;v103;ciclista traumatizado em colisão com um pedestre ou um animal - pessoa traumatizada ao subir ou descer do veículo;2025-10-04 02:54:51
8519;v104;ciclista traumatizado em colisão com um pedestre ou um animal - condutor traumatizado em um acidente de trânsito;2025-10-04 02:54:51
8520;v105;ciclista traumatizado em colisão com um pedestre ou um animal - passageiro traumatizado em um acidente de trânsito;2025-10-04 02:54:51
8521;v109;ciclista traumatizado em colisão com um pedestre ou um animal - ciclista não especificado traumatizado em um acidente de trânsito;2025-10-04 02:54:51
